Iterações entre number1 / number2: 32400
+0 5/2 / -6 = -5/12
+0 5/2 / -7 = -5/14
+0 5/2 / -8 = -5/16
+0 5/2 / -9 = -5/18
+0 5/3 / +1 = +1 2/3
+0 5/3 / +2 = +5/6
+0 5/3 / +3 = +5/9
+0 5/3 / +4 = +5/12
+0 5/3 / +5 = +1/3
+0 5/3 / +6 = +5/18
+0 5/3 / +7 = +5/21
+0 5/3 / +8 = +5/24
+0 5/3 / +9 = +5/27
+0 5/3 / -1 = -1 2/3
+0 5/3 / -2 = -5/6
+0 5/3 / -3 = -5/9
+0 5/3 / -4 = -5/12
+0 5/3 / -5 = -1/3
+0 5/3 / -6 = -5/18
+0 5/3 / -7 = -5/21
+0 5/3 / -8 = -5/24
+0 5/3 / -9 = -5/27
+0 5/4 / +1 = +1 1/4
+0 5/4 / +2 = +5/8
+0 5/4 / +3 = +5/12
+0 5/4 / +4 = +5/16
+0 5/4 / +5 = +1/4
+0 5/4 / +6 = +5/24
+0 5/4 / +7 = +5/28
+0 5/4 / +8 = +5/32
+0 5/4 / +9 = +5/36
+0 5/4 / -1 = -1 1/4
+0 5/4 / -2 = -5/8
+0 5/4 / -3 = -5/12
+0 5/4 / -4 = -5/16
+0 5/4 / -5 = -1/4
+0 5/4 / -6 = -5/24
+0 5/4 / -7 = -5/28
+0 5/4 / -8 = -5/32
+0 5/4 / -9 = -5/36
+0 5/5 / +1 = +1
+0 5/5 / +2 = +1/2
+0 5/5 / +3 = +1/3
+0 5/5 / +4 = +1/4
+0 5/5 / +5 = +1/5
+0 5/5 / +6 = +1/6
+0 5/5 / +7 = +1/7
+0 5/5 / +8 = +1/8
+0 5/5 / +9 = +1/9
+0 5/5 / -1 = -1
+0 5/5 / -2 = -1/2
+0 5/5 / -3 = -1/3
+0 5/5 / -4 = -1/4
+0 5/5 / -5 = -1/5
+0 5/5 / -6 = -1/6
+0 5/5 / -7 = -1/7
+0 5/5 / -8 = -1/8
+0 5/5 / -9 = -1/9
+0 5/6 / +1 = +5/6
+0 5/6 / +2 = +5/12
+0 5/6 / +3 = +5/18
+0 5/6 / +4 = +5/24
+0 5/6 / +5 = +1/6
+0 5/6 / +6 = +5/36
+0 5/6 / +7 = +5/42
+0 5/6 / +8 = +5/48
+0 5/6 / +9 = +5/54
+0 5/6 / -1 = -5/6
+0 5/6 / -2 = -5/12
+0 5/6 / -3 = -5/18
+0 5/6 / -4 = -5/24
+0 5/6 / -5 = -1/6
+0 5/6 / -6 = -5/36
+0 5/6 / -7 = -5/42
+0 5/6 / -8 = -5/48
+0 5/6 / -9 = -5/54
+0 5/7 / +1 = +5/7
+0 5/7 / +2 = +5/14
+0 5/7 / +3 = +5/21
+0 5/7 / +4 = +5/28
+0 5/7 / +5 = +1/7
+0 5/7 / +6 = +5/42
+0 5/7 / +7 = +5/49
+0 5/7 / +8 = +5/56
+0 5/7 / +9 = +5/63
+0 5/7 / -1 = -5/7
+0 5/7 / -2 = -5/14
+0 5/7 / -3 = -5/21
+0 5/7 / -4 = -5/28
+0 5/7 / -5 = -1/7
+0 5/7 / -6 = -5/42
+0 5/7 / -7 = -5/49
+0 5/7 / -8 = -5/56
+0 5/7 / -9 = -5/63
+0 5/8 / +1 = +5/8
+0 5/8 / +2 = +5/16
+0 5/8 / +3 = +5/24
+0 5/8 / +4 = +5/32
+0 5/8 / +5 = +1/8
+0 5/8 / +6 = +5/48
+0 5/8 / +7 = +5/56
+0 5/8 / +8 = +5/64
+0 5/8 / +9 = +5/72
+0 5/8 / -1 = -5/8
+0 5/8 / -2 = -5/16
+0 5/8 / -3 = -5/24
+0 5/8 / -4 = -5/32
+0 5/8 / -5 = -1/8
+0 5/8 / -6 = -5/48
+0 5/8 / -7 = -5/56
+0 5/8 / -8 = -5/64
+0 5/8 / -9 = -5/72
+0 5/9 / +1 = +5/9
+0 5/9 / +2 = +5/18
+0 5/9 / +3 = +5/27
+0 5/9 / +4 = +5/36
+0 5/9 / +5 = +1/9
+0 5/9 / +6 = +5/54
+0 5/9 / +7 = +5/63
+0 5/9 / +8 = +5/72
+0 5/9 / +9 = +5/81
+0 5/9 / -1 = -5/9
+0 5/9 / -2 = -5/18
+0 5/9 / -3 = -5/27
+0 5/9 / -4 = -5/36
+0 5/9 / -5 = -1/9
+0 5/9 / -6 = -5/54
+0 5/9 / -7 = -5/63
+0 5/9 / -8 = -5/72
+0 5/9 / -9 = -5/81
+0 6/1 / +1 = +6
+0 6/1 / +2 = +3
+0 6/1 / +3 = +2
+0 6/1 / +4 = +1 1/2
+0 6/1 / +5 = +1 1/5
+0 6/1 / +6 = +1
+0 6/1 / +7 = +6/7
+0 6/1 / +8 = +3/4
+0 6/1 / +9 = +2/3
+0 6/1 / -1 = -6
+0 6/1 / -2 = -3
+0 6/1 / -3 = -2
+0 6/1 / -4 = -1 1/2
+0 6/1 / -5 = -1 1/5
+0 6/1 / -6 = -1
+0 6/1 / -7 = -6/7
+0 6/1 / -8 = -3/4
+0 6/1 / -9 = -2/3
+0 6/2 / +1 = +3
+0 6/2 / +2 = +1 1/2
+0 6/2 / +3 = +1
+0 6/2 / +4 = +3/4
+0 6/2 / +5 = +3/5
+0 6/2 / +6 = +1/2
+0 6/2 / +7 = +3/7
+0 6/2 / +8 = +3/8
+0 6/2 / +9 = +1/3
+0 6/2 / -1 = -3
+0 6/2 / -2 = -1 1/2
+0 6/2 / -3 = -1
+0 6/2 / -4 = -3/4
+0 6/2 / -5 = -3/5
+0 6/2 / -6 = -1/2
+0 6/2 / -7 = -3/7
+0 6/2 / -8 = -3/8
+0 6/2 / -9 = -1/3
+0 6/3 / +1 = +2
+0 6/3 / +2 = +1
+0 6/3 / +3 = +2/3
+0 6/3 / +4 = +1/2
+0 6/3 / +5 = +2/5
+0 6/3 / +6 = +1/3
+0 6/3 / +7 = +2/7
+0 6/3 / +8 = +1/4
+0 6/3 / +9 = +2/9
+0 6/3 / -1 = -2
+0 6/3 / -2 = -1
+0 6/3 / -3 = -2/3
+0 6/3 / -4 = -1/2
+0 6/3 / -5 = -2/5
+0 6/3 / -6 = -1/3
+0 6/3 / -7 = -2/7
+0 6/3 / -8 = -1/4
+0 6/3 / -9 = -2/9
+0 6/4 / +1 = +1 1/2
+0 6/4 / +2 = +3/4
+0 6/4 / +3 = +1/2
+0 6/4 / +4 = +3/8
+0 6/4 / +5 = +3/10
+0 6/4 / +6 = +1/4
+0 6/4 / +7 = +3/14
+0 6/4 / +8 = +3/16
+0 6/4 / +9 = +1/6
+0 6/4 / -1 = -1 1/2
+0 6/4 / -2 = -3/4
+0 6/4 / -3 = -1/2
+0 6/4 / -4 = -3/8
+0 6/4 / -5 = -3/10
+0 6/4 / -6 = -1/4
+0 6/4 / -7 = -3/14
+0 6/4 / -8 = -3/16
+0 6/4 / -9 = -1/6
+0 6/5 / +1 = +1 1/5
+0 6/5 / +2 = +3/5
+0 6/5 / +3 = +2/5
+0 6/5 / +4 = +3/10
+0 6/5 / +5 = +6/25
+0 6/5 / +6 = +1/5
+0 6/5 / +7 = +6/35
+0 6/5 / +8 = +3/20
+0 6/5 / +9 = +2/15
+0 6/5 / -1 = -1 1/5
+0 6/5 / -2 = -3/5
+0 6/5 / -3 = -2/5
+0 6/5 / -4 = -3/10
+0 6/5 / -5 = -6/25
+0 6/5 / -6 = -1/5
+0 6/5 / -7 = -6/35
+0 6/5 / -8 = -3/20
+0 6/5 / -9 = -2/15
+0 6/6 / +1 = +1
+0 6/6 / +2 = +1/2
+0 6/6 / +3 = +1/3
+0 6/6 / +4 = +1/4
+0 6/6 / +5 = +1/5
+0 6/6 / +6 = +1/6
+0 6/6 / +7 = +1/7
+0 6/6 / +8 = +1/8
+0 6/6 / +9 = +1/9
+0 6/6 / -1 = -1
+0 6/6 / -2 = -1/2
+0 6/6 / -3 = -1/3
+0 6/6 / -4 = -1/4
+0 6/6 / -5 = -1/5
+0 6/6 / -6 = -1/6
+0 6/6 / -7 = -1/7
+0 6/6 / -8 = -1/8
+0 6/6 / -9 = -1/9
+0 6/7 / +1 = +6/7
+0 6/7 / +2 = +3/7
+0 6/7 / +3 = +2/7
+0 6/7 / +4 = +3/14
+0 6/7 / +5 = +6/35
+0 6/7 / +6 = +1/7
+0 6/7 / +7 = +6/49
+0 6/7 / +8 = +3/28
+0 6/7 / +9 = +2/21
+0 6/7 / -1 = -6/7
+0 6/7 / -2 = -3/7
+0 6/7 / -3 = -2/7
+0 6/7 / -4 = -3/14
+0 6/7 / -5 = -6/35
+0 6/7 / -6 = -1/7
+0 6/7 / -7 = -6/49
+0 6/7 / -8 = -3/28
+0 6/7 / -9 = -2/21
+0 6/8 / +1 = +3/4
+0 6/8 / +2 = +3/8
+0 6/8 / +3 = +1/4
+0 6/8 / +4 = +3/16
+0 6/8 / +5 = +3/20
+0 6/8 / +6 = +1/8
+0 6/8 / +7 = +3/28
+0 6/8 / +8 = +3/32
+0 6/8 / +9 = +1/12
+0 6/8 / -1 = -3/4
+0 6/8 / -2 = -3/8
+0 6/8 / -3 = -1/4
+0 6/8 / -4 = -3/16
+0 6/8 / -5 = -3/20
+0 6/8 / -6 = -1/8
+0 6/8 / -7 = -3/28
+0 6/8 / -8 = -3/32
+0 6/8 / -9 = -1/12
+0 6/9 / +1 = +2/3
+0 6/9 / +2 = +1/3
+0 6/9 / +3 = +2/9
+0 6/9 / +4 = +1/6
+0 6/9 / +5 = +2/15
+0 6/9 / +6 = +1/9
+0 6/9 / +7 = +2/21
+0 6/9 / +8 = +1/12
+0 6/9 / +9 = +2/27
+0 6/9 / -1 = -2/3
+0 6/9 / -2 = -1/3
+0 6/9 / -3 = -2/9
+0 6/9 / -4 = -1/6
+0 6/9 / -5 = -2/15
+0 6/9 / -6 = -1/9
+0 6/9 / -7 = -2/21
+0 6/9 / -8 = -1/12
+0 6/9 / -9 = -2/27
+0 7/1 / +1 = +7
+0 7/1 / +2 = +3 1/2
+0 7/1 / +3 = +2 1/3
+0 7/1 / +4 = +1 3/4
+0 7/1 / +5 = +1 2/5
+0 7/1 / +6 = +1 1/6
+0 7/1 / +7 = +1
+0 7/1 / +8 = +7/8
+0 7/1 / +9 = +7/9
+0 7/1 / -1 = -7
+0 7/1 / -2 = -3 1/2
+0 7/1 / -3 = -2 1/3
+0 7/1 / -4 = -1 3/4
+0 7/1 / -5 = -1 2/5
+0 7/1 / -6 = -1 1/6
+0 7/1 / -7 = -1
+0 7/1 / -8 = -7/8
+0 7/1 / -9 = -7/9
+0 7/2 / +1 = +3 1/2
+0 7/2 / +2 = +1 3/4
+0 7/2 / +3 = +1 1/6
+0 7/2 / +4 = +7/8
+0 7/2 / +5 = +7/10
+0 7/2 / +6 = +7/12
+0 7/2 / +7 = +1/2
+0 7/2 / +8 = +7/16
+0 7/2 / +9 = +7/18
+0 7/2 / -1 = -3 1/2
+0 7/2 / -2 = -1 3/4
+0 7/2 / -3 = -1 1/6
+0 7/2 / -4 = -7/8
+0 7/2 / -5 = -7/10
+0 7/2 / -6 = -7/12
+0 7/2 / -7 = -1/2
+0 7/2 / -8 = -7/16
+0 7/2 / -9 = -7/18
+0 7/3 / +1 = +2 1/3
+0 7/3 / +2 = +1 1/6
+0 7/3 / +3 = +7/9
+0 7/3 / +4 = +7/12
+0 7/3 / +5 = +7/15
+0 7/3 / +6 = +7/18
+0 7/3 / +7 = +1/3
+0 7/3 / +8 = +7/24
+0 7/3 / +9 = +7/27
+0 7/3 / -1 = -2 1/3
+0 7/3 / -2 = -1 1/6
+0 7/3 / -3 = -7/9
+0 7/3 / -4 = -7/12
+0 7/3 / -5 = -7/15
+0 7/3 / -6 = -7/18
+0 7/3 / -7 = -1/3
+0 7/3 / -8 = -7/24
+0 7/3 / -9 = -7/27
+0 7/4 / +1 = +1 3/4
+0 7/4 / +2 = +7/8
+0 7/4 / +3 = +7/12
+0 7/4 / +4 = +7/16
+0 7/4 / +5 = +7/20
+0 7/4 / +6 = +7/24
+0 7/4 / +7 = +1/4
+0 7/4 / +8 = +7/32
+0 7/4 / +9 = +7/36
+0 7/4 / -1 = -1 3/4
+0 7/4 / -2 = -7/8
+0 7/4 / -3 = -7/12
+0 7/4 / -4 = -7/16
+0 7/4 / -5 = -7/20
+0 7/4 / -6 = -7/24
+0 7/4 / -7 = -1/4
+0 7/4 / -8 = -7/32
+0 7/4 / -9 = -7/36
+0 7/5 / +1 = +1 2/5
+0 7/5 / +2 = +7/10
+0 7/5 / +3 = +7/15
+0 7/5 / +4 = +7/20
+0 7/5 / +5 = +7/25
+0 7/5 / +6 = +7/30
+0 7/5 / +7 = +1/5
+0 7/5 / +8 = +7/40
+0 7/5 / +9 = +7/45
+0 7/5 / -1 = -1 2/5
+0 7/5 / -2 = -7/10
+0 7/5 / -3 = -7/15
+0 7/5 / -4 = -7/20
+0 7/5 / -5 = -7/25
+0 7/5 / -6 = -7/30
+0 7/5 / -7 = -1/5
+0 7/5 / -8 = -7/40
+0 7/5 / -9 = -7/45
+0 7/6 / +1 = +1 1/6
+0 7/6 / +2 = +7/12
+0 7/6 / +3 = +7/18
+0 7/6 / +4 = +7/24
+0 7/6 / +5 = +7/30
+0 7/6 / +6 = +7/36
+0 7/6 / +7 = +1/6
+0 7/6 / +8 = +7/48
+0 7/6 / +9 = +7/54
+0 7/6 / -1 = -1 1/6
+0 7/6 / -2 = -7/12
+0 7/6 / -3 = -7/18
+0 7/6 / -4 = -7/24
+0 7/6 / -5 = -7/30
+0 7/6 / -6 = -7/36
+0 7/6 / -7 = -1/6
+0 7/6 / -8 = -7/48
+0 7/6 / -9 = -7/54
+0 7/7 / +1 = +1
+0 7/7 / +2 = +1/2
+0 7/7 / +3 = +1/3
+0 7/7 / +4 = +1/4
+0 7/7 / +5 = +1/5
+0 7/7 / +6 = +1/6
+0 7/7 / +7 = +1/7
+0 7/7 / +8 = +1/8
+0 7/7 / +9 = +1/9
+0 7/7 / -1 = -1
+0 7/7 / -2 = -1/2
+0 7/7 / -3 = -1/3
+0 7/7 / -4 = -1/4
+0 7/7 / -5 = -1/5
+0 7/7 / -6 = -1/6
+0 7/7 / -7 = -1/7
+0 7/7 / -8 = -1/8
+0 7/7 / -9 = -1/9
+0 7/8 / +1 = +7/8
+0 7/8 / +2 = +7/16
+0 7/8 / +3 = +7/24
+0 7/8 / +4 = +7/32
+0 7/8 / +5 = +7/40
+0 7/8 / +6 = +7/48
+0 7/8 / +7 = +1/8
+0 7/8 / +8 = +7/64
+0 7/8 / +9 = +7/72
+0 7/8 / -1 = -7/8
+0 7/8 / -2 = -7/16
+0 7/8 / -3 = -7/24
+0 7/8 / -4 = -7/32
+0 7/8 / -5 = -7/40
+0 7/8 / -6 = -7/48
+0 7/8 / -7 = -1/8
+0 7/8 / -8 = -7/64
+0 7/8 / -9 = -7/72
+0 7/9 / +1 = +7/9
+0 7/9 / +2 = +7/18
+0 7/9 / +3 = +7/27
+0 7/9 / +4 = +7/36
+0 7/9 / +5 = +7/45
+0 7/9 / +6 = +7/54
+0 7/9 / +7 = +1/9
+0 7/9 / +8 = +7/72
+0 7/9 / +9 = +7/81
+0 7/9 / -1 = -7/9
+0 7/9 / -2 = -7/18
+0 7/9 / -3 = -7/27
+0 7/9 / -4 = -7/36
+0 7/9 / -5 = -7/45
+0 7/9 / -6 = -7/54
+0 7/9 / -7 = -1/9
+0 7/9 / -8 = -7/72
+0 7/9 / -9 = -7/81
+0 8/1 / +1 = +8
+0 8/1 / +2 = +4
+0 8/1 / +3 = +2 2/3
+0 8/1 / +4 = +2
+0 8/1 / +5 = +1 3/5
+0 8/1 / +6 = +1 1/3
+0 8/1 / +7 = +1 1/7
+0 8/1 / +8 = +1
+0 8/1 / +9 = +8/9
+0 8/1 / -1 = -8
+0 8/1 / -2 = -4
+0 8/1 / -3 = -2 2/3
+0 8/1 / -4 = -2
+0 8/1 / -5 = -1 3/5
+0 8/1 / -6 = -1 1/3
+0 8/1 / -7 = -1 1/7
+0 8/1 / -8 = -1
+0 8/1 / -9 = -8/9
+0 8/2 / +1 = +4
+0 8/2 / +2 = +2
+0 8/2 / +3 = +1 1/3
+0 8/2 / +4 = +1
+0 8/2 / +5 = +4/5
+0 8/2 / +6 = +2/3
+0 8/2 / +7 = +4/7
+0 8/2 / +8 = +1/2
+0 8/2 / +9 = +4/9
+0 8/2 / -1 = -4
+0 8/2 / -2 = -2
+0 8/2 / -3 = -1 1/3
+0 8/2 / -4 = -1
+0 8/2 / -5 = -4/5
+0 8/2 / -6 = -2/3
+0 8/2 / -7 = -4/7
+0 8/2 / -8 = -1/2
+0 8/2 / -9 = -4/9
+0 8/3 / +1 = +2 2/3
+0 8/3 / +2 = +1 1/3
+0 8/3 / +3 = +8/9
+0 8/3 / +4 = +2/3
+0 8/3 / +5 = +8/15
+0 8/3 / +6 = +4/9
+0 8/3 / +7 = +8/21
+0 8/3 / +8 = +1/3
+0 8/3 / +9 = +8/27
+0 8/3 / -1 = -2 2/3
+0 8/3 / -2 = -1 1/3
+0 8/3 / -3 = -8/9
+0 8/3 / -4 = -2/3
+0 8/3 / -5 = -8/15
+0 8/3 / -6 = -4/9
+0 8/3 / -7 = -8/21
+0 8/3 / -8 = -1/3
+0 8/3 / -9 = -8/27
+0 8/4 / +1 = +2
+0 8/4 / +2 = +1
+0 8/4 / +3 = +2/3
+0 8/4 / +4 = +1/2
+0 8/4 / +5 = +2/5
+0 8/4 / +6 = +1/3
+0 8/4 / +7 = +2/7
+0 8/4 / +8 = +1/4
+0 8/4 / +9 = +2/9
+0 8/4 / -1 = -2
+0 8/4 / -2 = -1
+0 8/4 / -3 = -2/3
+0 8/4 / -4 = -1/2
+0 8/4 / -5 = -2/5
+0 8/4 / -6 = -1/3
+0 8/4 / -7 = -2/7
+0 8/4 / -8 = -1/4
+0 8/4 / -9 = -2/9
+0 8/5 / +1 = +1 3/5
+0 8/5 / +2 = +4/5
+0 8/5 / +3 = +8/15
+0 8/5 / +4 = +2/5
+0 8/5 / +5 = +8/25
+0 8/5 / +6 = +4/15
+0 8/5 / +7 = +8/35
+0 8/5 / +8 = +1/5
+0 8/5 / +9 = +8/45
+0 8/5 / -1 = -1 3/5
+0 8/5 / -2 = -4/5
+0 8/5 / -3 = -8/15
+0 8/5 / -4 = -2/5
+0 8/5 / -5 = -8/25
+0 8/5 / -6 = -4/15
+0 8/5 / -7 = -8/35
+0 8/5 / -8 = -1/5
+0 8/5 / -9 = -8/45
+0 8/6 / +1 = +1 1/3
+0 8/6 / +2 = +2/3
+0 8/6 / +3 = +4/9
+0 8/6 / +4 = +1/3
+0 8/6 / +5 = +4/15
+0 8/6 / +6 = +2/9
+0 8/6 / +7 = +4/21
+0 8/6 / +8 = +1/6
+0 8/6 / +9 = +4/27
+0 8/6 / -1 = -1 1/3
+0 8/6 / -2 = -2/3
+0 8/6 / -3 = -4/9
+0 8/6 / -4 = -1/3
+0 8/6 / -5 = -4/15
+0 8/6 / -6 = -2/9
+0 8/6 / -7 = -4/21
+0 8/6 / -8 = -1/6
+0 8/6 / -9 = -4/27
+0 8/7 / +1 = +1 1/7
+0 8/7 / +2 = +4/7
+0 8/7 / +3 = +8/21
+0 8/7 / +4 = +2/7
+0 8/7 / +5 = +8/35
+0 8/7 / +6 = +4/21
+0 8/7 / +7 = +8/49
+0 8/7 / +8 = +1/7
+0 8/7 / +9 = +8/63
+0 8/7 / -1 = -1 1/7
+0 8/7 / -2 = -4/7
+0 8/7 / -3 = -8/21
+0 8/7 / -4 = -2/7
+0 8/7 / -5 = -8/35
+0 8/7 / -6 = -4/21
+0 8/7 / -7 = -8/49
+0 8/7 / -8 = -1/7
+0 8/7 / -9 = -8/63
+0 8/8 / +1 = +1
+0 8/8 / +2 = +1/2
+0 8/8 / +3 = +1/3
+0 8/8 / +4 = +1/4
+0 8/8 / +5 = +1/5
+0 8/8 / +6 = +1/6
+0 8/8 / +7 = +1/7
+0 8/8 / +8 = +1/8
+0 8/8 / +9 = +1/9
+0 8/8 / -1 = -1
+0 8/8 / -2 = -1/2
+0 8/8 / -3 = -1/3
+0 8/8 / -4 = -1/4
+0 8/8 / -5 = -1/5
+0 8/8 / -6 = -1/6
+0 8/8 / -7 = -1/7
+0 8/8 / -8 = -1/8
+0 8/8 / -9 = -1/9
+0 8/9 / +1 = +8/9
+0 8/9 / +2 = +4/9
+0 8/9 / +3 = +8/27
+0 8/9 / +4 = +2/9
+0 8/9 / +5 = +8/45
+0 8/9 / +6 = +4/27
+0 8/9 / +7 = +8/63
+0 8/9 / +8 = +1/9
+0 8/9 / +9 = +8/81
+0 8/9 / -1 = -8/9
+0 8/9 / -2 = -4/9
+0 8/9 / -3 = -8/27
+0 8/9 / -4 = -2/9
+0 8/9 / -5 = -8/45
+0 8/9 / -6 = -4/27
+0 8/9 / -7 = -8/63
+0 8/9 / -8 = -1/9
+0 8/9 / -9 = -8/81
+0 9/1 / +1 = +9
+0 9/1 / +2 = +4 1/2
+0 9/1 / +3 = +3
+0 9/1 / +4 = +2 1/4
+0 9/1 / +5 = +1 4/5
+0 9/1 / +6 = +1 1/2
+0 9/1 / +7 = +1 2/7
+0 9/1 / +8 = +1 1/8
+0 9/1 / +9 = +1
+0 9/1 / -1 = -9
+0 9/1 / -2 = -4 1/2
+0 9/1 / -3 = -3
+0 9/1 / -4 = -2 1/4
+0 9/1 / -5 = -1 4/5
+0 9/1 / -6 = -1 1/2
+0 9/1 / -7 = -1 2/7
+0 9/1 / -8 = -1 1/8
+0 9/1 / -9 = -1
+0 9/2 / +1 = +4 1/2
+0 9/2 / +2 = +2 1/4
+0 9/2 / +3 = +1 1/2
+0 9/2 / +4 = +1 1/8
+0 9/2 / +5 = +9/10
+0 9/2 / +6 = +3/4
+0 9/2 / +7 = +9/14
+0 9/2 / +8 = +9/16
+0 9/2 / +9 = +1/2
+0 9/2 / -1 = -4 1/2
+0 9/2 / -2 = -2 1/4
+0 9/2 / -3 = -1 1/2
+0 9/2 / -4 = -1 1/8
+0 9/2 / -5 = -9/10
+0 9/2 / -6 = -3/4
+0 9/2 / -7 = -9/14
+0 9/2 / -8 = -9/16
+0 9/2 / -9 = -1/2
+0 9/3 / +1 = +3
+0 9/3 / +2 = +1 1/2
+0 9/3 / +3 = +1
+0 9/3 / +4 = +3/4
+0 9/3 / +5 = +3/5
+0 9/3 / +6 = +1/2
+0 9/3 / +7 = +3/7
+0 9/3 / +8 = +3/8
+0 9/3 / +9 = +1/3
+0 9/3 / -1 = -3
+0 9/3 / -2 = -1 1/2
+0 9/3 / -3 = -1
+0 9/3 / -4 = -3/4
+0 9/3 / -5 = -3/5
+0 9/3 / -6 = -1/2
+0 9/3 / -7 = -3/7
+0 9/3 / -8 = -3/8
+0 9/3 / -9 = -1/3
+0 9/4 / +1 = +2 1/4
+0 9/4 / +2 = +1 1/8
+0 9/4 / +3 = +3/4
+0 9/4 / +4 = +9/16
+0 9/4 / +5 = +9/20
+0 9/4 / +6 = +3/8
+0 9/4 / +7 = +9/28
+0 9/4 / +8 = +9/32
+0 9/4 / +9 = +1/4
+0 9/4 / -1 = -2 1/4
+0 9/4 / -2 = -1 1/8
+0 9/4 / -3 = -3/4
+0 9/4 / -4 = -9/16
+0 9/4 / -5 = -9/20
+0 9/4 / -6 = -3/8
+0 9/4 / -7 = -9/28
+0 9/4 / -8 = -9/32
+0 9/4 / -9 = -1/4
+0 9/5 / +1 = +1 4/5
+0 9/5 / +2 = +9/10
+0 9/5 / +3 = +3/5
+0 9/5 / +4 = +9/20
+0 9/5 / +5 = +9/25
+0 9/5 / +6 = +3/10
+0 9/5 / +7 = +9/35
+0 9/5 / +8 = +9/40
+0 9/5 / +9 = +1/5
+0 9/5 / -1 = -1 4/5
+0 9/5 / -2 = -9/10
+0 9/5 / -3 = -3/5
+0 9/5 / -4 = -9/20
+0 9/5 / -5 = -9/25
+0 9/5 / -6 = -3/10
+0 9/5 / -7 = -9/35
+0 9/5 / -8 = -9/40
+0 9/5 / -9 = -1/5
+0 9/6 / +1 = +1 1/2
+0 9/6 / +2 = +3/4
+0 9/6 / +3 = +1/2
+0 9/6 / +4 = +3/8
+0 9/6 / +5 = +3/10
+0 9/6 / +6 = +1/4
+0 9/6 / +7 = +3/14
+0 9/6 / +8 = +3/16
+0 9/6 / +9 = +1/6
+0 9/6 / -1 = -1 1/2
+0 9/6 / -2 = -3/4
+0 9/6 / -3 = -1/2
+0 9/6 / -4 = -3/8
+0 9/6 / -5 = -3/10
+0 9/6 / -6 = -1/4
+0 9/6 / -7 = -3/14
+0 9/6 / -8 = -3/16
+0 9/6 / -9 = -1/6
+0 9/7 / +1 = +1 2/7
+0 9/7 / +2 = +9/14
+0 9/7 / +3 = +3/7
+0 9/7 / +4 = +9/28
+0 9/7 / +5 = +9/35
+0 9/7 / +6 = +3/14
+0 9/7 / +7 = +9/49
+0 9/7 / +8 = +9/56
+0 9/7 / +9 = +1/7
+0 9/7 / -1 = -1 2/7
+0 9/7 / -2 = -9/14
+0 9/7 / -3 = -3/7
+0 9/7 / -4 = -9/28
+0 9/7 / -5 = -9/35
+0 9/7 / -6 = -3/14
+0 9/7 / -7 = -9/49
+0 9/7 / -8 = -9/56
+0 9/7 / -9 = -1/7
+0 9/8 / +1 = +1 1/8
+0 9/8 / +2 = +9/16
+0 9/8 / +3 = +3/8
+0 9/8 / +4 = +9/32
+0 9/8 / +5 = +9/40
+0 9/8 / +6 = +3/16
+0 9/8 / +7 = +9/56
+0 9/8 / +8 = +9/64
+0 9/8 / +9 = +1/8
+0 9/8 / -1 = -1 1/8
+0 9/8 / -2 = -9/16
+0 9/8 / -3 = -3/8
+0 9/8 / -4 = -9/32
+0 9/8 / -5 = -9/40
+0 9/8 / -6 = -3/16
+0 9/8 / -7 = -9/56
+0 9/8 / -8 = -9/64
+0 9/8 / -9 = -1/8
+0 9/9 / +1 = +1
+0 9/9 / +2 = +1/2
+0 9/9 / +3 = +1/3
+0 9/9 / +4 = +1/4
+0 9/9 / +5 = +1/5
+0 9/9 / +6 = +1/6
+0 9/9 / +7 = +1/7
+0 9/9 / +8 = +1/8
+0 9/9 / +9 = +1/9
+0 9/9 / -1 = -1
+0 9/9 / -2 = -1/2
+0 9/9 / -3 = -1/3
+0 9/9 / -4 = -1/4
+0 9/9 / -5 = -1/5
+0 9/9 / -6 = -1/6
+0 9/9 / -7 = -1/7
+0 9/9 / -8 = -1/8
+0 9/9 / -9 = -1/9
+1 0/1 / +1 = +1
+1 0/1 / +2 = +1/2
+1 0/1 / +3 = +1/3
+1 0/1 / +4 = +1/4
+1 0/1 / +5 = +1/5
+1 0/1 / +6 = +1/6
+1 0/1 / +7 = +1/7
+1 0/1 / +8 = +1/8
+1 0/1 / +9 = +1/9
+1 0/1 / -1 = -1
+1 0/1 / -2 = -1/2
+1 0/1 / -3 = -1/3
+1 0/1 / -4 = -1/4
+1 0/1 / -5 = -1/5
+1 0/1 / -6 = -1/6
+1 0/1 / -7 = -1/7
+1 0/1 / -8 = -1/8
+1 0/1 / -9 = -1/9
+1 0/2 / +1 = +1
+1 0/2 / +2 = +1/2
+1 0/2 / +3 = +1/3
+1 0/2 / +4 = +1/4
+1 0/2 / +5 = +1/5
+1 0/2 / +6 = +1/6
+1 0/2 / +7 = +1/7
+1 0/2 / +8 = +1/8
+1 0/2 / +9 = +1/9
+1 0/2 / -1 = -1
+1 0/2 / -2 = -1/2
+1 0/2 / -3 = -1/3
+1 0/2 / -4 = -1/4
+1 0/2 / -5 = -1/5
+1 0/2 / -6 = -1/6
+1 0/2 / -7 = -1/7
+1 0/2 / -8 = -1/8
+1 0/2 / -9 = -1/9
+1 0/3 / +1 = +1
+1 0/3 / +2 = +1/2
+1 0/3 / +3 = +1/3
+1 0/3 / +4 = +1/4
