Iterações entre number1 / number2: 32400
+2 / -7 4/9 = -18/67
+2 / -7 5/1 = -1/6
+2 / -7 5/2 = -4/19
+2 / -7 5/3 = -3/13
+2 / -7 5/4 = -8/33
+2 / -7 5/5 = -1/4
+2 / -7 5/6 = -12/47
+2 / -7 5/7 = -7/27
+2 / -7 5/8 = -16/61
+2 / -7 5/9 = -9/34
+2 / -7 6/1 = -2/13
+2 / -7 6/2 = -1/5
+2 / -7 6/3 = -2/9
+2 / -7 6/4 = -4/17
+2 / -7 6/5 = -10/41
+2 / -7 6/6 = -1/4
+2 / -7 6/7 = -14/55
+2 / -7 6/8 = -8/31
+2 / -7 6/9 = -6/23
+2 / -7 7/1 = -1/7
+2 / -7 7/2 = -4/21
+2 / -7 7/3 = -3/14
+2 / -7 7/4 = -8/35
+2 / -7 7/5 = -5/21
+2 / -7 7/6 = -12/49
+2 / -7 7/7 = -1/4
+2 / -7 7/8 = -16/63
+2 / -7 7/9 = -9/35
+2 / -7 8/1 = -2/15
+2 / -7 8/2 = -2/11
+2 / -7 8/3 = -6/29
+2 / -7 8/4 = -2/9
+2 / -7 8/5 = -10/43
+2 / -7 8/6 = -6/25
+2 / -7 8/7 = -14/57
+2 / -7 8/8 = -1/4
+2 / -7 8/9 = -18/71
+2 / -7 9/1 = -1/8
+2 / -7 9/2 = -4/23
+2 / -7 9/3 = -1/5
+2 / -7 9/4 = -8/37
+2 / -7 9/5 = -5/22
+2 / -7 9/6 = -4/17
+2 / -7 9/7 = -7/29
+2 / -7 9/8 = -16/65
+2 / -7 9/9 = -1/4
+2 / -8 0/1 = -1/4
+2 / -8 0/2 = -1/4
+2 / -8 0/3 = -1/4
+2 / -8 0/4 = -1/4
+2 / -8 0/5 = -1/4
+2 / -8 0/6 = -1/4
+2 / -8 0/7 = -1/4
+2 / -8 0/8 = -1/4
+2 / -8 0/9 = -1/4
+2 / -8 1/1 = -2/9
+2 / -8 1/2 = -4/17
+2 / -8 1/3 = -6/25
+2 / -8 1/4 = -8/33
+2 / -8 1/5 = -10/41
+2 / -8 1/6 = -12/49
+2 / -8 1/7 = -14/57
+2 / -8 1/8 = -16/65
+2 / -8 1/9 = -18/73
+2 / -8 2/1 = -1/5
+2 / -8 2/2 = -2/9
+2 / -8 2/3 = -3/13
+2 / -8 2/4 = -4/17
+2 / -8 2/5 = -5/21
+2 / -8 2/6 = -6/25
+2 / -8 2/7 = -7/29
+2 / -8 2/8 = -8/33
+2 / -8 2/9 = -9/37
+2 / -8 3/1 = -2/11
+2 / -8 3/2 = -4/19
+2 / -8 3/3 = -2/9
+2 / -8 3/4 = -8/35
+2 / -8 3/5 = -10/43
+2 / -8 3/6 = -4/17
+2 / -8 3/7 = -14/59
+2 / -8 3/8 = -16/67
+2 / -8 3/9 = -6/25
+2 / -8 4/1 = -1/6
+2 / -8 4/2 = -1/5
+2 / -8 4/3 = -3/14
+2 / -8 4/4 = -2/9
+2 / -8 4/5 = -5/22
+2 / -8 4/6 = -3/13
+2 / -8 4/7 = -7/30
+2 / -8 4/8 = -4/17
+2 / -8 4/9 = -9/38
+2 / -8 5/1 = -2/13
+2 / -8 5/2 = -4/21
+2 / -8 5/3 = -6/29
+2 / -8 5/4 = -8/37
+2 / -8 5/5 = -2/9
+2 / -8 5/6 = -12/53
+2 / -8 5/7 = -14/61
+2 / -8 5/8 = -16/69
+2 / -8 5/9 = -18/77
+2 / -8 6/1 = -1/7
+2 / -8 6/2 = -2/11
+2 / -8 6/3 = -1/5
+2 / -8 6/4 = -4/19
+2 / -8 6/5 = -5/23
+2 / -8 6/6 = -2/9
+2 / -8 6/7 = -7/31
+2 / -8 6/8 = -8/35
+2 / -8 6/9 = -3/13
+2 / -8 7/1 = -2/15
+2 / -8 7/2 = -4/23
+2 / -8 7/3 = -6/31
+2 / -8 7/4 = -8/39
+2 / -8 7/5 = -10/47
+2 / -8 7/6 = -12/55
+2 / -8 7/7 = -2/9
+2 / -8 7/8 = -16/71
+2 / -8 7/9 = -18/79
+2 / -8 8/1 = -1/8
+2 / -8 8/2 = -1/6
+2 / -8 8/3 = -3/16
+2 / -8 8/4 = -1/5
+2 / -8 8/5 = -5/24
+2 / -8 8/6 = -3/14
+2 / -8 8/7 = -7/32
+2 / -8 8/8 = -2/9
+2 / -8 8/9 = -9/40
+2 / -8 9/1 = -2/17
+2 / -8 9/2 = -4/25
+2 / -8 9/3 = -2/11
+2 / -8 9/4 = -8/41
+2 / -8 9/5 = -10/49
+2 / -8 9/6 = -4/19
+2 / -8 9/7 = -14/65
+2 / -8 9/8 = -16/73
+2 / -8 9/9 = -2/9
+2 / -9 0/1 = -2/9
+2 / -9 0/2 = -2/9
+2 / -9 0/3 = -2/9
+2 / -9 0/4 = -2/9
+2 / -9 0/5 = -2/9
+2 / -9 0/6 = -2/9
+2 / -9 0/7 = -2/9
+2 / -9 0/8 = -2/9
+2 / -9 0/9 = -2/9
+2 / -9 1/1 = -1/5
+2 / -9 1/2 = -4/19
+2 / -9 1/3 = -3/14
+2 / -9 1/4 = -8/37
+2 / -9 1/5 = -5/23
+2 / -9 1/6 = -12/55
+2 / -9 1/7 = -7/32
+2 / -9 1/8 = -16/73
+2 / -9 1/9 = -9/41
+2 / -9 2/1 = -2/11
+2 / -9 2/2 = -1/5
+2 / -9 2/3 = -6/29
+2 / -9 2/4 = -4/19
+2 / -9 2/5 = -10/47
+2 / -9 2/6 = -3/14
+2 / -9 2/7 = -14/65
+2 / -9 2/8 = -8/37
+2 / -9 2/9 = -18/83
+2 / -9 3/1 = -1/6
+2 / -9 3/2 = -4/21
+2 / -9 3/3 = -1/5
+2 / -9 3/4 = -8/39
+2 / -9 3/5 = -5/24
+2 / -9 3/6 = -4/19
+2 / -9 3/7 = -7/33
+2 / -9 3/8 = -16/75
+2 / -9 3/9 = -3/14
+2 / -9 4/1 = -2/13
+2 / -9 4/2 = -2/11
+2 / -9 4/3 = -6/31
+2 / -9 4/4 = -1/5
+2 / -9 4/5 = -10/49
+2 / -9 4/6 = -6/29
+2 / -9 4/7 = -14/67
+2 / -9 4/8 = -4/19
+2 / -9 4/9 = -18/85
+2 / -9 5/1 = -1/7
+2 / -9 5/2 = -4/23
+2 / -9 5/3 = -3/16
+2 / -9 5/4 = -8/41
+2 / -9 5/5 = -1/5
+2 / -9 5/6 = -12/59
+2 / -9 5/7 = -7/34
+2 / -9 5/8 = -16/77
+2 / -9 5/9 = -9/43
+2 / -9 6/1 = -2/15
+2 / -9 6/2 = -1/6
+2 / -9 6/3 = -2/11
+2 / -9 6/4 = -4/21
+2 / -9 6/5 = -10/51
+2 / -9 6/6 = -1/5
+2 / -9 6/7 = -14/69
+2 / -9 6/8 = -8/39
+2 / -9 6/9 = -6/29
+2 / -9 7/1 = -1/8
+2 / -9 7/2 = -4/25
+2 / -9 7/3 = -3/17
+2 / -9 7/4 = -8/43
+2 / -9 7/5 = -5/26
+2 / -9 7/6 = -12/61
+2 / -9 7/7 = -1/5
+2 / -9 7/8 = -16/79
+2 / -9 7/9 = -9/44
+2 / -9 8/1 = -2/17
+2 / -9 8/2 = -2/13
+2 / -9 8/3 = -6/35
+2 / -9 8/4 = -2/11
+2 / -9 8/5 = -10/53
+2 / -9 8/6 = -6/31
+2 / -9 8/7 = -14/71
+2 / -9 8/8 = -1/5
+2 / -9 8/9 = -18/89
+2 / -9 9/1 = -1/9
+2 / -9 9/2 = -4/27
+2 / -9 9/3 = -1/6
+2 / -9 9/4 = -8/45
+2 / -9 9/5 = -5/27
+2 / -9 9/6 = -4/21
+2 / -9 9/7 = -7/36
+2 / -9 9/8 = -16/81
+2 / -9 9/9 = -1/5
+3 / +1 0/1 = +3
+3 / +1 0/2 = +3
+3 / +1 0/3 = +3
+3 / +1 0/4 = +3
+3 / +1 0/5 = +3
+3 / +1 0/6 = +3
+3 / +1 0/7 = +3
+3 / +1 0/8 = +3
+3 / +1 0/9 = +3
+3 / +1 1/1 = +1 1/2
+3 / +1 1/2 = +2
+3 / +1 1/3 = +2 1/4
+3 / +1 1/4 = +2 2/5
+3 / +1 1/5 = +2 1/2
+3 / +1 1/6 = +2 4/7
+3 / +1 1/7 = +2 5/8
+3 / +1 1/8 = +2 2/3
+3 / +1 1/9 = +2 7/10
+3 / +1 2/1 = +1
+3 / +1 2/2 = +1 1/2
+3 / +1 2/3 = +1 4/5
+3 / +1 2/4 = +2
+3 / +1 2/5 = +2 1/7
+3 / +1 2/6 = +2 1/4
+3 / +1 2/7 = +2 1/3
+3 / +1 2/8 = +2 2/5
+3 / +1 2/9 = +2 5/11
+3 / +1 3/1 = +3/4
+3 / +1 3/2 = +1 1/5
+3 / +1 3/3 = +1 1/2
+3 / +1 3/4 = +1 5/7
+3 / +1 3/5 = +1 7/8
+3 / +1 3/6 = +2
+3 / +1 3/7 = +2 1/10
+3 / +1 3/8 = +2 2/11
+3 / +1 3/9 = +2 1/4
+3 / +1 4/1 = +3/5
+3 / +1 4/2 = +1
+3 / +1 4/3 = +1 2/7
+3 / +1 4/4 = +1 1/2
+3 / +1 4/5 = +1 2/3
+3 / +1 4/6 = +1 4/5
+3 / +1 4/7 = +1 10/11
+3 / +1 4/8 = +2
+3 / +1 4/9 = +2 1/13
+3 / +1 5/1 = +1/2
+3 / +1 5/2 = +6/7
+3 / +1 5/3 = +1 1/8
+3 / +1 5/4 = +1 1/3
+3 / +1 5/5 = +1 1/2
+3 / +1 5/6 = +1 7/11
+3 / +1 5/7 = +1 3/4
+3 / +1 5/8 = +1 11/13
+3 / +1 5/9 = +1 13/14
+3 / +1 6/1 = +3/7
+3 / +1 6/2 = +3/4
+3 / +1 6/3 = +1
+3 / +1 6/4 = +1 1/5
+3 / +1 6/5 = +1 4/11
+3 / +1 6/6 = +1 1/2
+3 / +1 6/7 = +1 8/13
+3 / +1 6/8 = +1 5/7
+3 / +1 6/9 = +1 4/5
+3 / +1 7/1 = +3/8
+3 / +1 7/2 = +2/3
+3 / +1 7/3 = +9/10
+3 / +1 7/4 = +1 1/11
+3 / +1 7/5 = +1 1/4
+3 / +1 7/6 = +1 5/13
+3 / +1 7/7 = +1 1/2
+3 / +1 7/8 = +1 3/5
+3 / +1 7/9 = +1 11/16
+3 / +1 8/1 = +1/3
+3 / +1 8/2 = +3/5
+3 / +1 8/3 = +9/11
+3 / +1 8/4 = +1
+3 / +1 8/5 = +1 2/13
+3 / +1 8/6 = +1 2/7
+3 / +1 8/7 = +1 2/5
+3 / +1 8/8 = +1 1/2
+3 / +1 8/9 = +1 10/17
+3 / +1 9/1 = +3/10
+3 / +1 9/2 = +6/11
+3 / +1 9/3 = +3/4
+3 / +1 9/4 = +12/13
+3 / +1 9/5 = +1 1/14
+3 / +1 9/6 = +1 1/5
+3 / +1 9/7 = +1 5/16
+3 / +1 9/8 = +1 7/17
+3 / +1 9/9 = +1 1/2
+3 / +2 0/1 = +1 1/2
+3 / +2 0/2 = +1 1/2
+3 / +2 0/3 = +1 1/2
+3 / +2 0/4 = +1 1/2
+3 / +2 0/5 = +1 1/2
+3 / +2 0/6 = +1 1/2
+3 / +2 0/7 = +1 1/2
+3 / +2 0/8 = +1 1/2
+3 / +2 0/9 = +1 1/2
+3 / +2 1/1 = +1
+3 / +2 1/2 = +1 1/5
+3 / +2 1/3 = +1 2/7
+3 / +2 1/4 = +1 1/3
+3 / +2 1/5 = +1 4/11
+3 / +2 1/6 = +1 5/13
+3 / +2 1/7 = +1 2/5
+3 / +2 1/8 = +1 7/17
+3 / +2 1/9 = +1 8/19
+3 / +2 2/1 = +3/4
+3 / +2 2/2 = +1
+3 / +2 2/3 = +1 1/8
+3 / +2 2/4 = +1 1/5
+3 / +2 2/5 = +1 1/4
+3 / +2 2/6 = +1 2/7
+3 / +2 2/7 = +1 5/16
+3 / +2 2/8 = +1 1/3
+3 / +2 2/9 = +1 7/20
+3 / +2 3/1 = +3/5
+3 / +2 3/2 = +6/7
+3 / +2 3/3 = +1
+3 / +2 3/4 = +1 1/11
+3 / +2 3/5 = +1 2/13
+3 / +2 3/6 = +1 1/5
+3 / +2 3/7 = +1 4/17
+3 / +2 3/8 = +1 5/19
+3 / +2 3/9 = +1 2/7
+3 / +2 4/1 = +1/2
+3 / +2 4/2 = +3/4
+3 / +2 4/3 = +9/10
+3 / +2 4/4 = +1
+3 / +2 4/5 = +1 1/14
+3 / +2 4/6 = +1 1/8
+3 / +2 4/7 = +1 1/6
+3 / +2 4/8 = +1 1/5
+3 / +2 4/9 = +1 5/22
+3 / +2 5/1 = +3/7
+3 / +2 5/2 = +2/3
+3 / +2 5/3 = +9/11
+3 / +2 5/4 = +12/13
+3 / +2 5/5 = +1
+3 / +2 5/6 = +1 1/17
+3 / +2 5/7 = +1 2/19
+3 / +2 5/8 = +1 1/7
+3 / +2 5/9 = +1 4/23
+3 / +2 6/1 = +3/8
+3 / +2 6/2 = +3/5
+3 / +2 6/3 = +3/4
+3 / +2 6/4 = +6/7
+3 / +2 6/5 = +15/16
+3 / +2 6/6 = +1
+3 / +2 6/7 = +1 1/20
+3 / +2 6/8 = +1 1/11
+3 / +2 6/9 = +1 1/8
+3 / +2 7/1 = +1/3
+3 / +2 7/2 = +6/11
+3 / +2 7/3 = +9/13
+3 / +2 7/4 = +4/5
+3 / +2 7/5 = +15/17
+3 / +2 7/6 = +18/19
+3 / +2 7/7 = +1
+3 / +2 7/8 = +1 1/23
+3 / +2 7/9 = +1 2/25
+3 / +2 8/1 = +3/10
+3 / +2 8/2 = +1/2
+3 / +2 8/3 = +9/14
+3 / +2 8/4 = +3/4
+3 / +2 8/5 = +5/6
+3 / +2 8/6 = +9/10
+3 / +2 8/7 = +21/22
+3 / +2 8/8 = +1
+3 / +2 8/9 = +1 1/26
+3 / +2 9/1 = +3/11
+3 / +2 9/2 = +6/13
+3 / +2 9/3 = +3/5
+3 / +2 9/4 = +12/17
+3 / +2 9/5 = +15/19
+3 / +2 9/6 = +6/7
+3 / +2 9/7 = +21/23
+3 / +2 9/8 = +24/25
+3 / +2 9/9 = +1
+3 / +3 0/1 = +1
+3 / +3 0/2 = +1
+3 / +3 0/3 = +1
+3 / +3 0/4 = +1
+3 / +3 0/5 = +1
+3 / +3 0/6 = +1
+3 / +3 0/7 = +1
+3 / +3 0/8 = +1
+3 / +3 0/9 = +1
+3 / +3 1/1 = +3/4
+3 / +3 1/2 = +6/7
+3 / +3 1/3 = +9/10
+3 / +3 1/4 = +12/13
+3 / +3 1/5 = +15/16
+3 / +3 1/6 = +18/19
+3 / +3 1/7 = +21/22
+3 / +3 1/8 = +24/25
+3 / +3 1/9 = +27/28
+3 / +3 2/1 = +3/5
+3 / +3 2/2 = +3/4
+3 / +3 2/3 = +9/11
+3 / +3 2/4 = +6/7
+3 / +3 2/5 = +15/17
+3 / +3 2/6 = +9/10
+3 / +3 2/7 = +21/23
+3 / +3 2/8 = +12/13
+3 / +3 2/9 = +27/29
+3 / +3 3/1 = +1/2
+3 / +3 3/2 = +2/3
+3 / +3 3/3 = +3/4
+3 / +3 3/4 = +4/5
+3 / +3 3/5 = +5/6
+3 / +3 3/6 = +6/7
+3 / +3 3/7 = +7/8
+3 / +3 3/8 = +8/9
+3 / +3 3/9 = +9/10
+3 / +3 4/1 = +3/7
+3 / +3 4/2 = +3/5
+3 / +3 4/3 = +9/13
+3 / +3 4/4 = +3/4
+3 / +3 4/5 = +15/19
+3 / +3 4/6 = +9/11
+3 / +3 4/7 = +21/25
+3 / +3 4/8 = +6/7
+3 / +3 4/9 = +27/31
+3 / +3 5/1 = +3/8
+3 / +3 5/2 = +6/11
+3 / +3 5/3 = +9/14
+3 / +3 5/4 = +12/17
+3 / +3 5/5 = +3/4
+3 / +3 5/6 = +18/23
+3 / +3 5/7 = +21/26
+3 / +3 5/8 = +24/29
+3 / +3 5/9 = +27/32
+3 / +3 6/1 = +1/3
+3 / +3 6/2 = +1/2
+3 / +3 6/3 = +3/5
+3 / +3 6/4 = +2/3
+3 / +3 6/5 = +5/7
+3 / +3 6/6 = +3/4
+3 / +3 6/7 = +7/9
+3 / +3 6/8 = +4/5
+3 / +3 6/9 = +9/11
+3 / +3 7/1 = +3/10
+3 / +3 7/2 = +6/13
+3 / +3 7/3 = +9/16
+3 / +3 7/4 = +12/19
+3 / +3 7/5 = +15/22
+3 / +3 7/6 = +18/25
+3 / +3 7/7 = +3/4
+3 / +3 7/8 = +24/31
+3 / +3 7/9 = +27/34
+3 / +3 8/1 = +3/11
+3 / +3 8/2 = +3/7
+3 / +3 8/3 = +9/17
+3 / +3 8/4 = +3/5
+3 / +3 8/5 = +15/23
+3 / +3 8/6 = +9/13
+3 / +3 8/7 = +21/29
+3 / +3 8/8 = +3/4
+3 / +3 8/9 = +27/35
+3 / +3 9/1 = +1/4
+3 / +3 9/2 = +2/5
+3 / +3 9/3 = +1/2
+3 / +3 9/4 = +4/7
+3 / +3 9/5 = +5/8
+3 / +3 9/6 = +2/3
+3 / +3 9/7 = +7/10
+3 / +3 9/8 = +8/11
+3 / +3 9/9 = +3/4
+3 / +4 0/1 = +3/4
+3 / +4 0/2 = +3/4
+3 / +4 0/3 = +3/4
+3 / +4 0/4 = +3/4
+3 / +4 0/5 = +3/4
+3 / +4 0/6 = +3/4
+3 / +4 0/7 = +3/4
+3 / +4 0/8 = +3/4
+3 / +4 0/9 = +3/4
+3 / +4 1/1 = +3/5
+3 / +4 1/2 = +2/3
+3 / +4 1/3 = +9/13
+3 / +4 1/4 = +12/17
+3 / +4 1/5 = +5/7
+3 / +4 1/6 = +18/25
+3 / +4 1/7 = +21/29
+3 / +4 1/8 = +8/11
+3 / +4 1/9 = +27/37
+3 / +4 2/1 = +1/2
+3 / +4 2/2 = +3/5
+3 / +4 2/3 = +9/14
+3 / +4 2/4 = +2/3
+3 / +4 2/5 = +15/22
+3 / +4 2/6 = +9/13
+3 / +4 2/7 = +7/10
+3 / +4 2/8 = +12/17
+3 / +4 2/9 = +27/38
+3 / +4 3/1 = +3/7
+3 / +4 3/2 = +6/11
+3 / +4 3/3 = +3/5
+3 / +4 3/4 = +12/19
+3 / +4 3/5 = +15/23
+3 / +4 3/6 = +2/3
+3 / +4 3/7 = +21/31
+3 / +4 3/8 = +24/35
+3 / +4 3/9 = +9/13
+3 / +4 4/1 = +3/8
+3 / +4 4/2 = +1/2
+3 / +4 4/3 = +9/16
+3 / +4 4/4 = +3/5
+3 / +4 4/5 = +5/8
+3 / +4 4/6 = +9/14
+3 / +4 4/7 = +21/32
+3 / +4 4/8 = +2/3
+3 / +4 4/9 = +27/40
+3 / +4 5/1 = +1/3
+3 / +4 5/2 = +6/13
+3 / +4 5/3 = +9/17
+3 / +4 5/4 = +4/7
+3 / +4 5/5 = +3/5
+3 / +4 5/6 = +18/29
+3 / +4 5/7 = +7/11
+3 / +4 5/8 = +24/37
+3 / +4 5/9 = +27/41
+3 / +4 6/1 = +3/10
+3 / +4 6/2 = +3/7
+3 / +4 6/3 = +1/2
+3 / +4 6/4 = +6/11
+3 / +4 6/5 = +15/26
+3 / +4 6/6 = +3/5
+3 / +4 6/7 = +21/34
+3 / +4 6/8 = +12/19
+3 / +4 6/9 = +9/14
+3 / +4 7/1 = +3/11
+3 / +4 7/2 = +2/5
+3 / +4 7/3 = +9/19
+3 / +4 7/4 = +12/23
+3 / +4 7/5 = +5/9
+3 / +4 7/6 = +18/31
+3 / +4 7/7 = +3/5
+3 / +4 7/8 = +8/13
+3 / +4 7/9 = +27/43
+3 / +4 8/1 = +1/4
+3 / +4 8/2 = +3/8
+3 / +4 8/3 = +9/20
+3 / +4 8/4 = +1/2
+3 / +4 8/5 = +15/28
+3 / +4 8/6 = +9/16
+3 / +4 8/7 = +7/12
+3 / +4 8/8 = +3/5
+3 / +4 8/9 = +27/44
+3 / +4 9/1 = +3/13
+3 / +4 9/2 = +6/17
+3 / +4 9/3 = +3/7
+3 / +4 9/4 = +12/25
+3 / +4 9/5 = +15/29
+3 / +4 9/6 = +6/11
+3 / +4 9/7 = +21/37
+3 / +4 9/8 = +24/41
+3 / +4 9/9 = +3/5
+3 / +5 0/1 = +3/5
+3 / +5 0/2 = +3/5
+3 / +5 0/3 = +3/5
+3 / +5 0/4 = +3/5
+3 / +5 0/5 = +3/5
+3 / +5 0/6 = +3/5
+3 / +5 0/7 = +3/5
+3 / +5 0/8 = +3/5
+3 / +5 0/9 = +3/5
+3 / +5 1/1 = +1/2
+3 / +5 1/2 = +6/11
+3 / +5 1/3 = +9/16
+3 / +5 1/4 = +4/7
+3 / +5 1/5 = +15/26
+3 / +5 1/6 = +18/31
+3 / +5 1/7 = +7/12
+3 / +5 1/8 = +24/41
+3 / +5 1/9 = +27/46
+3 / +5 2/1 = +3/7
+3 / +5 2/2 = +1/2
+3 / +5 2/3 = +9/17
+3 / +5 2/4 = +6/11
+3 / +5 2/5 = +5/9
+3 / +5 2/6 = +9/16
+3 / +5 2/7 = +21/37
+3 / +5 2/8 = +4/7
+3 / +5 2/9 = +27/47
+3 / +5 3/1 = +3/8
+3 / +5 3/2 = +6/13
+3 / +5 3/3 = +1/2
+3 / +5 3/4 = +12/23
+3 / +5 3/5 = +15/28
+3 / +5 3/6 = +6/11
+3 / +5 3/7 = +21/38
+3 / +5 3/8 = +24/43
+3 / +5 3/9 = +9/16
+3 / +5 4/1 = +1/3
+3 / +5 4/2 = +3/7
+3 / +5 4/3 = +9/19
+3 / +5 4/4 = +1/2
+3 / +5 4/5 = +15/29
+3 / +5 4/6 = +9/17
+3 / +5 4/7 = +7/13
+3 / +5 4/8 = +6/11
+3 / +5 4/9 = +27/49
+3 / +5 5/1 = +3/10
+3 / +5 5/2 = +2/5
+3 / +5 5/3 = +9/20
+3 / +5 5/4 = +12/25
+3 / +5 5/5 = +1/2
+3 / +5 5/6 = +18/35
+3 / +5 5/7 = +21/40
+3 / +5 5/8 = +8/15
+3 / +5 5/9 = +27/50
+3 / +5 6/1 = +3/11
+3 / +5 6/2 = +3/8
+3 / +5 6/3 = +3/7
+3 / +5 6/4 = +6/13
+3 / +5 6/5 = +15/31
+3 / +5 6/6 = +1/2
+3 / +5 6/7 = +21/41
+3 / +5 6/8 = +12/23
+3 / +5 6/9 = +9/17
+3 / +5 7/1 = +1/4
+3 / +5 7/2 = +6/17
+3 / +5 7/3 = +9/22
+3 / +5 7/4 = +4/9
+3 / +5 7/5 = +15/32
+3 / +5 7/6 = +18/37
+3 / +5 7/7 = +1/2
+3 / +5 7/8 = +24/47
+3 / +5 7/9 = +27/52
+3 / +5 8/1 = +3/13
+3 / +5 8/2 = +1/3
+3 / +5 8/3 = +9/23
+3 / +5 8/4 = +3/7
+3 / +5 8/5 = +5/11
+3 / +5 8/6 = +9/19
+3 / +5 8/7 = +21/43
+3 / +5 8/8 = +1/2
+3 / +5 8/9 = +27/53
+3 / +5 9/1 = +3/14
+3 / +5 9/2 = +6/19
+3 / +5 9/3 = +3/8
+3 / +5 9/4 = +12/29
+3 / +5 9/5 = +15/34
+3 / +5 9/6 = +6/13
+3 / +5 9/7 = +21/44
+3 / +5 9/8 = +24/49
+3 / +5 9/9 = +1/2
+3 / +6 0/1 = +1/2
+3 / +6 0/2 = +1/2
+3 / +6 0/3 = +1/2
+3 / +6 0/4 = +1/2
+3 / +6 0/5 = +1/2
+3 / +6 0/6 = +1/2
+3 / +6 0/7 = +1/2
+3 / +6 0/8 = +1/2
+3 / +6 0/9 = +1/2
+3 / +6 1/1 = +3/7
+3 / +6 1/2 = +6/13
+3 / +6 1/3 = +9/19
+3 / +6 1/4 = +12/25
+3 / +6 1/5 = +15/31
+3 / +6 1/6 = +18/37
+3 / +6 1/7 = +21/43
+3 / +6 1/8 = +24/49
+3 / +6 1/9 = +27/55
+3 / +6 2/1 = +3/8
+3 / +6 2/2 = +3/7
+3 / +6 2/3 = +9/20
+3 / +6 2/4 = +6/13
+3 / +6 2/5 = +15/32
+3 / +6 2/6 = +9/19
+3 / +6 2/7 = +21/44
+3 / +6 2/8 = +12/25
+3 / +6 2/9 = +27/56
+3 / +6 3/1 = +1/3
+3 / +6 3/2 = +2/5
+3 / +6 3/3 = +3/7
+3 / +6 3/4 = +4/9
+3 / +6 3/5 = +5/11
+3 / +6 3/6 = +6/13
+3 / +6 3/7 = +7/15
+3 / +6 3/8 = +8/17
+3 / +6 3/9 = +9/19
+3 / +6 4/1 = +3/10
+3 / +6 4/2 = +3/8
+3 / +6 4/3 = +9/22
+3 / +6 4/4 = +3/7
+3 / +6 4/5 = +15/34
+3 / +6 4/6 = +9/20
+3 / +6 4/7 = +21/46
+3 / +6 4/8 = +6/13
+3 / +6 4/9 = +27/58
+3 / +6 5/1 = +3/11
+3 / +6 5/2 = +6/17
+3 / +6 5/3 = +9/23
+3 / +6 5/4 = +12/29
+3 / +6 5/5 = +3/7
+3 / +6 5/6 = +18/41
+3 / +6 5/7 = +21/47
+3 / +6 5/8 = +24/53
+3 / +6 5/9 = +27/59
+3 / +6 6/1 = +1/4
+3 / +6 6/2 = +1/3
+3 / +6 6/3 = +3/8
+3 / +6 6/4 = +2/5
+3 / +6 6/5 = +5/12
+3 / +6 6/6 = +3/7
+3 / +6 6/7 = +7/16
+3 / +6 6/8 = +4/9
+3 / +6 6/9 = +9/20
+3 / +6 7/1 = +3/13
+3 / +6 7/2 = +6/19
+3 / +6 7/3 = +9/25
+3 / +6 7/4 = +12/31
+3 / +6 7/5 = +15/37
+3 / +6 7/6 = +18/43
+3 / +6 7/7 = +3/7
+3 / +6 7/8 = +24/55
+3 / +6 7/9 = +27/61
+3 / +6 8/1 = +3/14
+3 / +6 8/2 = +3/10
+3 / +6 8/3 = +9/26
+3 / +6 8/4 = +3/8
+3 / +6 8/5 = +15/38
+3 / +6 8/6 = +9/22
+3 / +6 8/7 = +21/50
+3 / +6 8/8 = +3/7
+3 / +6 8/9 = +27/62
+3 / +6 9/1 = +1/5
+3 / +6 9/2 = +2/7
+3 / +6 9/3 = +1/3
+3 / +6 9/4 = +4/11
+3 / +6 9/5 = +5/13
+3 / +6 9/6 = +2/5
+3 / +6 9/7 = +7/17
+3 / +6 9/8 = +8/19
+3 / +6 9/9 = +3/7
+3 / +7 0/1 = +3/7
+3 / +7 0/2 = +3/7
+3 / +7 0/3 = +3/7
+3 / +7 0/4 = +3/7
+3 / +7 0/5 = +3/7
+3 / +7 0/6 = +3/7
+3 / +7 0/7 = +3/7
+3 / +7 0/8 = +3/7
+3 / +7 0/9 = +3/7
+3 / +7 1/1 = +3/8
+3 / +7 1/2 = +2/5
+3 / +7 1/3 = +9/22
+3 / +7 1/4 = +12/29
+3 / +7 1/5 = +5/12
+3 / +7 1/6 = +18/43
+3 / +7 1/7 = +21/50
+3 / +7 1/8 = +8/19
+3 / +7 1/9 = +27/64
+3 / +7 2/1 = +1/3
+3 / +7 2/2 = +3/8
+3 / +7 2/3 = +9/23
+3 / +7 2/4 = +2/5
+3 / +7 2/5 = +15/37
+3 / +7 2/6 = +9/22
+3 / +7 2/7 = +7/17
+3 / +7 2/8 = +12/29
+3 / +7 2/9 = +27/65
+3 / +7 3/1 = +3/10
+3 / +7 3/2 = +6/17
+3 / +7 3/3 = +3/8
+3 / +7 3/4 = +12/31
+3 / +7 3/5 = +15/38
+3 / +7 3/6 = +2/5
+3 / +7 3/7 = +21/52
+3 / +7 3/8 = +24/59
+3 / +7 3/9 = +9/22
+3 / +7 4/1 = +3/11
+3 / +7 4/2 = +1/3
+3 / +7 4/3 = +9/25
+3 / +7 4/4 = +3/8
+3 / +7 4/5 = +5/13
+3 / +7 4/6 = +9/23
+3 / +7 4/7 = +21/53
+3 / +7 4/8 = +2/5
+3 / +7 4/9 = +27/67
+3 / +7 5/1 = +1/4
+3 / +7 5/2 = +6/19
+3 / +7 5/3 = +9/26
