Iterações entre number1 * number2: 36000
+0 4/7 * -3 = -1 5/7
+0 4/7 * -4 = -2 2/7
+0 4/7 * -5 = -2 6/7
+0 4/7 * -6 = -3 3/7
+0 4/7 * -7 = -4
+0 4/7 * -8 = -4 4/7
+0 4/7 * -9 = -5 1/7
+0 4/8 * +0 = +0
+0 4/8 * +1 = +1/2
+0 4/8 * +2 = +1
+0 4/8 * +3 = +1 1/2
+0 4/8 * +4 = +2
+0 4/8 * +5 = +2 1/2
+0 4/8 * +6 = +3
+0 4/8 * +7 = +3 1/2
+0 4/8 * +8 = +4
+0 4/8 * +9 = +4 1/2
+0 4/8 * -0 = +0
+0 4/8 * -1 = -1/2
+0 4/8 * -2 = -1
+0 4/8 * -3 = -1 1/2
+0 4/8 * -4 = -2
+0 4/8 * -5 = -2 1/2
+0 4/8 * -6 = -3
+0 4/8 * -7 = -3 1/2
+0 4/8 * -8 = -4
+0 4/8 * -9 = -4 1/2
+0 4/9 * +0 = +0
+0 4/9 * +1 = +4/9
+0 4/9 * +2 = +8/9
+0 4/9 * +3 = +1 1/3
+0 4/9 * +4 = +1 7/9
+0 4/9 * +5 = +2 2/9
+0 4/9 * +6 = +2 2/3
+0 4/9 * +7 = +3 1/9
+0 4/9 * +8 = +3 5/9
+0 4/9 * +9 = +4
+0 4/9 * -0 = +0
+0 4/9 * -1 = -4/9
+0 4/9 * -2 = -8/9
+0 4/9 * -3 = -1 1/3
+0 4/9 * -4 = -1 7/9
+0 4/9 * -5 = -2 2/9
+0 4/9 * -6 = -2 2/3
+0 4/9 * -7 = -3 1/9
+0 4/9 * -8 = -3 5/9
+0 4/9 * -9 = -4
+0 5/1 * +0 = +0
+0 5/1 * +1 = +5
+0 5/1 * +2 = +10
+0 5/1 * +3 = +15
+0 5/1 * +4 = +20
+0 5/1 * +5 = +25
+0 5/1 * +6 = +30
+0 5/1 * +7 = +35
+0 5/1 * +8 = +40
+0 5/1 * +9 = +45
+0 5/1 * -0 = +0
+0 5/1 * -1 = -5
+0 5/1 * -2 = -10
+0 5/1 * -3 = -15
+0 5/1 * -4 = -20
+0 5/1 * -5 = -25
+0 5/1 * -6 = -30
+0 5/1 * -7 = -35
+0 5/1 * -8 = -40
+0 5/1 * -9 = -45
+0 5/2 * +0 = +0
+0 5/2 * +1 = +2 1/2
+0 5/2 * +2 = +5
+0 5/2 * +3 = +7 1/2
+0 5/2 * +4 = +10
+0 5/2 * +5 = +12 1/2
+0 5/2 * +6 = +15
+0 5/2 * +7 = +17 1/2
+0 5/2 * +8 = +20
+0 5/2 * +9 = +22 1/2
+0 5/2 * -0 = +0
+0 5/2 * -1 = -2 1/2
+0 5/2 * -2 = -5
+0 5/2 * -3 = -7 1/2
+0 5/2 * -4 = -10
+0 5/2 * -5 = -12 1/2
+0 5/2 * -6 = -15
+0 5/2 * -7 = -17 1/2
+0 5/2 * -8 = -20
+0 5/2 * -9 = -22 1/2
+0 5/3 * +0 = +0
+0 5/3 * +1 = +1 2/3
+0 5/3 * +2 = +3 1/3
+0 5/3 * +3 = +5
+0 5/3 * +4 = +6 2/3
+0 5/3 * +5 = +8 1/3
+0 5/3 * +6 = +10
+0 5/3 * +7 = +11 2/3
+0 5/3 * +8 = +13 1/3
+0 5/3 * +9 = +15
+0 5/3 * -0 = +0
+0 5/3 * -1 = -1 2/3
+0 5/3 * -2 = -3 1/3
+0 5/3 * -3 = -5
+0 5/3 * -4 = -6 2/3
+0 5/3 * -5 = -8 1/3
+0 5/3 * -6 = -10
+0 5/3 * -7 = -11 2/3
+0 5/3 * -8 = -13 1/3
+0 5/3 * -9 = -15
+0 5/4 * +0 = +0
+0 5/4 * +1 = +1 1/4
+0 5/4 * +2 = +2 1/2
+0 5/4 * +3 = +3 3/4
+0 5/4 * +4 = +5
+0 5/4 * +5 = +6 1/4
+0 5/4 * +6 = +7 1/2
+0 5/4 * +7 = +8 3/4
+0 5/4 * +8 = +10
+0 5/4 * +9 = +11 1/4
+0 5/4 * -0 = +0
+0 5/4 * -1 = -1 1/4
+0 5/4 * -2 = -2 1/2
+0 5/4 * -3 = -3 3/4
+0 5/4 * -4 = -5
+0 5/4 * -5 = -6 1/4
+0 5/4 * -6 = -7 1/2
+0 5/4 * -7 = -8 3/4
+0 5/4 * -8 = -10
+0 5/4 * -9 = -11 1/4
+0 5/5 * +0 = +0
+0 5/5 * +1 = +1
+0 5/5 * +2 = +2
+0 5/5 * +3 = +3
+0 5/5 * +4 = +4
+0 5/5 * +5 = +5
+0 5/5 * +6 = +6
+0 5/5 * +7 = +7
+0 5/5 * +8 = +8
+0 5/5 * +9 = +9
+0 5/5 * -0 = +0
+0 5/5 * -1 = -1
+0 5/5 * -2 = -2
+0 5/5 * -3 = -3
+0 5/5 * -4 = -4
+0 5/5 * -5 = -5
+0 5/5 * -6 = -6
+0 5/5 * -7 = -7
+0 5/5 * -8 = -8
+0 5/5 * -9 = -9
+0 5/6 * +0 = +0
+0 5/6 * +1 = +5/6
+0 5/6 * +2 = +1 2/3
+0 5/6 * +3 = +2 1/2
+0 5/6 * +4 = +3 1/3
+0 5/6 * +5 = +4 1/6
+0 5/6 * +6 = +5
+0 5/6 * +7 = +5 5/6
+0 5/6 * +8 = +6 2/3
+0 5/6 * +9 = +7 1/2
+0 5/6 * -0 = +0
+0 5/6 * -1 = -5/6
+0 5/6 * -2 = -1 2/3
+0 5/6 * -3 = -2 1/2
+0 5/6 * -4 = -3 1/3
+0 5/6 * -5 = -4 1/6
+0 5/6 * -6 = -5
+0 5/6 * -7 = -5 5/6
+0 5/6 * -8 = -6 2/3
+0 5/6 * -9 = -7 1/2
+0 5/7 * +0 = +0
+0 5/7 * +1 = +5/7
+0 5/7 * +2 = +1 3/7
+0 5/7 * +3 = +2 1/7
+0 5/7 * +4 = +2 6/7
+0 5/7 * +5 = +3 4/7
+0 5/7 * +6 = +4 2/7
+0 5/7 * +7 = +5
+0 5/7 * +8 = +5 5/7
+0 5/7 * +9 = +6 3/7
+0 5/7 * -0 = +0
+0 5/7 * -1 = -5/7
+0 5/7 * -2 = -1 3/7
+0 5/7 * -3 = -2 1/7
+0 5/7 * -4 = -2 6/7
+0 5/7 * -5 = -3 4/7
+0 5/7 * -6 = -4 2/7
+0 5/7 * -7 = -5
+0 5/7 * -8 = -5 5/7
+0 5/7 * -9 = -6 3/7
+0 5/8 * +0 = +0
+0 5/8 * +1 = +5/8
+0 5/8 * +2 = +1 1/4
+0 5/8 * +3 = +1 7/8
+0 5/8 * +4 = +2 1/2
+0 5/8 * +5 = +3 1/8
+0 5/8 * +6 = +3 3/4
+0 5/8 * +7 = +4 3/8
+0 5/8 * +8 = +5
+0 5/8 * +9 = +5 5/8
+0 5/8 * -0 = +0
+0 5/8 * -1 = -5/8
+0 5/8 * -2 = -1 1/4
+0 5/8 * -3 = -1 7/8
+0 5/8 * -4 = -2 1/2
+0 5/8 * -5 = -3 1/8
+0 5/8 * -6 = -3 3/4
+0 5/8 * -7 = -4 3/8
+0 5/8 * -8 = -5
+0 5/8 * -9 = -5 5/8
+0 5/9 * +0 = +0
+0 5/9 * +1 = +5/9
+0 5/9 * +2 = +1 1/9
+0 5/9 * +3 = +1 2/3
+0 5/9 * +4 = +2 2/9
+0 5/9 * +5 = +2 7/9
+0 5/9 * +6 = +3 1/3
+0 5/9 * +7 = +3 8/9
+0 5/9 * +8 = +4 4/9
+0 5/9 * +9 = +5
+0 5/9 * -0 = +0
+0 5/9 * -1 = -5/9
+0 5/9 * -2 = -1 1/9
+0 5/9 * -3 = -1 2/3
+0 5/9 * -4 = -2 2/9
+0 5/9 * -5 = -2 7/9
+0 5/9 * -6 = -3 1/3
+0 5/9 * -7 = -3 8/9
+0 5/9 * -8 = -4 4/9
+0 5/9 * -9 = -5
+0 6/1 * +0 = +0
+0 6/1 * +1 = +6
+0 6/1 * +2 = +12
+0 6/1 * +3 = +18
+0 6/1 * +4 = +24
+0 6/1 * +5 = +30
+0 6/1 * +6 = +36
+0 6/1 * +7 = +42
+0 6/1 * +8 = +48
+0 6/1 * +9 = +54
+0 6/1 * -0 = +0
+0 6/1 * -1 = -6
+0 6/1 * -2 = -12
+0 6/1 * -3 = -18
+0 6/1 * -4 = -24
+0 6/1 * -5 = -30
+0 6/1 * -6 = -36
+0 6/1 * -7 = -42
+0 6/1 * -8 = -48
+0 6/1 * -9 = -54
+0 6/2 * +0 = +0
+0 6/2 * +1 = +3
+0 6/2 * +2 = +6
+0 6/2 * +3 = +9
+0 6/2 * +4 = +12
+0 6/2 * +5 = +15
+0 6/2 * +6 = +18
+0 6/2 * +7 = +21
+0 6/2 * +8 = +24
+0 6/2 * +9 = +27
+0 6/2 * -0 = +0
+0 6/2 * -1 = -3
+0 6/2 * -2 = -6
+0 6/2 * -3 = -9
+0 6/2 * -4 = -12
+0 6/2 * -5 = -15
+0 6/2 * -6 = -18
+0 6/2 * -7 = -21
+0 6/2 * -8 = -24
+0 6/2 * -9 = -27
+0 6/3 * +0 = +0
+0 6/3 * +1 = +2
+0 6/3 * +2 = +4
+0 6/3 * +3 = +6
+0 6/3 * +4 = +8
+0 6/3 * +5 = +10
+0 6/3 * +6 = +12
+0 6/3 * +7 = +14
+0 6/3 * +8 = +16
+0 6/3 * +9 = +18
+0 6/3 * -0 = +0
+0 6/3 * -1 = -2
+0 6/3 * -2 = -4
+0 6/3 * -3 = -6
+0 6/3 * -4 = -8
+0 6/3 * -5 = -10
+0 6/3 * -6 = -12
+0 6/3 * -7 = -14
+0 6/3 * -8 = -16
+0 6/3 * -9 = -18
+0 6/4 * +0 = +0
+0 6/4 * +1 = +1 1/2
+0 6/4 * +2 = +3
+0 6/4 * +3 = +4 1/2
+0 6/4 * +4 = +6
+0 6/4 * +5 = +7 1/2
+0 6/4 * +6 = +9
+0 6/4 * +7 = +10 1/2
+0 6/4 * +8 = +12
+0 6/4 * +9 = +13 1/2
+0 6/4 * -0 = +0
+0 6/4 * -1 = -1 1/2
+0 6/4 * -2 = -3
+0 6/4 * -3 = -4 1/2
+0 6/4 * -4 = -6
+0 6/4 * -5 = -7 1/2
+0 6/4 * -6 = -9
+0 6/4 * -7 = -10 1/2
+0 6/4 * -8 = -12
+0 6/4 * -9 = -13 1/2
+0 6/5 * +0 = +0
+0 6/5 * +1 = +1 1/5
+0 6/5 * +2 = +2 2/5
+0 6/5 * +3 = +3 3/5
+0 6/5 * +4 = +4 4/5
+0 6/5 * +5 = +6
+0 6/5 * +6 = +7 1/5
+0 6/5 * +7 = +8 2/5
+0 6/5 * +8 = +9 3/5
+0 6/5 * +9 = +10 4/5
+0 6/5 * -0 = +0
+0 6/5 * -1 = -1 1/5
+0 6/5 * -2 = -2 2/5
+0 6/5 * -3 = -3 3/5
+0 6/5 * -4 = -4 4/5
+0 6/5 * -5 = -6
+0 6/5 * -6 = -7 1/5
+0 6/5 * -7 = -8 2/5
+0 6/5 * -8 = -9 3/5
+0 6/5 * -9 = -10 4/5
+0 6/6 * +0 = +0
+0 6/6 * +1 = +1
+0 6/6 * +2 = +2
+0 6/6 * +3 = +3
+0 6/6 * +4 = +4
+0 6/6 * +5 = +5
+0 6/6 * +6 = +6
+0 6/6 * +7 = +7
+0 6/6 * +8 = +8
+0 6/6 * +9 = +9
+0 6/6 * -0 = +0
+0 6/6 * -1 = -1
+0 6/6 * -2 = -2
+0 6/6 * -3 = -3
+0 6/6 * -4 = -4
+0 6/6 * -5 = -5
+0 6/6 * -6 = -6
+0 6/6 * -7 = -7
+0 6/6 * -8 = -8
+0 6/6 * -9 = -9
+0 6/7 * +0 = +0
+0 6/7 * +1 = +6/7
+0 6/7 * +2 = +1 5/7
+0 6/7 * +3 = +2 4/7
+0 6/7 * +4 = +3 3/7
+0 6/7 * +5 = +4 2/7
+0 6/7 * +6 = +5 1/7
+0 6/7 * +7 = +6
+0 6/7 * +8 = +6 6/7
+0 6/7 * +9 = +7 5/7
+0 6/7 * -0 = +0
+0 6/7 * -1 = -6/7
+0 6/7 * -2 = -1 5/7
+0 6/7 * -3 = -2 4/7
+0 6/7 * -4 = -3 3/7
+0 6/7 * -5 = -4 2/7
+0 6/7 * -6 = -5 1/7
+0 6/7 * -7 = -6
+0 6/7 * -8 = -6 6/7
+0 6/7 * -9 = -7 5/7
+0 6/8 * +0 = +0
+0 6/8 * +1 = +3/4
+0 6/8 * +2 = +1 1/2
+0 6/8 * +3 = +2 1/4
+0 6/8 * +4 = +3
+0 6/8 * +5 = +3 3/4
+0 6/8 * +6 = +4 1/2
+0 6/8 * +7 = +5 1/4
+0 6/8 * +8 = +6
+0 6/8 * +9 = +6 3/4
+0 6/8 * -0 = +0
+0 6/8 * -1 = -3/4
+0 6/8 * -2 = -1 1/2
+0 6/8 * -3 = -2 1/4
+0 6/8 * -4 = -3
+0 6/8 * -5 = -3 3/4
+0 6/8 * -6 = -4 1/2
+0 6/8 * -7 = -5 1/4
+0 6/8 * -8 = -6
+0 6/8 * -9 = -6 3/4
+0 6/9 * +0 = +0
+0 6/9 * +1 = +2/3
+0 6/9 * +2 = +1 1/3
+0 6/9 * +3 = +2
+0 6/9 * +4 = +2 2/3
+0 6/9 * +5 = +3 1/3
+0 6/9 * +6 = +4
+0 6/9 * +7 = +4 2/3
+0 6/9 * +8 = +5 1/3
+0 6/9 * +9 = +6
+0 6/9 * -0 = +0
+0 6/9 * -1 = -2/3
+0 6/9 * -2 = -1 1/3
+0 6/9 * -3 = -2
+0 6/9 * -4 = -2 2/3
+0 6/9 * -5 = -3 1/3
+0 6/9 * -6 = -4
+0 6/9 * -7 = -4 2/3
+0 6/9 * -8 = -5 1/3
+0 6/9 * -9 = -6
+0 7/1 * +0 = +0
+0 7/1 * +1 = +7
+0 7/1 * +2 = +14
+0 7/1 * +3 = +21
+0 7/1 * +4 = +28
+0 7/1 * +5 = +35
+0 7/1 * +6 = +42
+0 7/1 * +7 = +49
+0 7/1 * +8 = +56
+0 7/1 * +9 = +63
+0 7/1 * -0 = +0
+0 7/1 * -1 = -7
+0 7/1 * -2 = -14
+0 7/1 * -3 = -21
+0 7/1 * -4 = -28
+0 7/1 * -5 = -35
+0 7/1 * -6 = -42
+0 7/1 * -7 = -49
+0 7/1 * -8 = -56
+0 7/1 * -9 = -63
+0 7/2 * +0 = +0
+0 7/2 * +1 = +3 1/2
+0 7/2 * +2 = +7
+0 7/2 * +3 = +10 1/2
+0 7/2 * +4 = +14
+0 7/2 * +5 = +17 1/2
+0 7/2 * +6 = +21
+0 7/2 * +7 = +24 1/2
+0 7/2 * +8 = +28
+0 7/2 * +9 = +31 1/2
+0 7/2 * -0 = +0
+0 7/2 * -1 = -3 1/2
+0 7/2 * -2 = -7
+0 7/2 * -3 = -10 1/2
+0 7/2 * -4 = -14
+0 7/2 * -5 = -17 1/2
+0 7/2 * -6 = -21
+0 7/2 * -7 = -24 1/2
+0 7/2 * -8 = -28
+0 7/2 * -9 = -31 1/2
+0 7/3 * +0 = +0
+0 7/3 * +1 = +2 1/3
+0 7/3 * +2 = +4 2/3
+0 7/3 * +3 = +7
+0 7/3 * +4 = +9 1/3
+0 7/3 * +5 = +11 2/3
+0 7/3 * +6 = +14
+0 7/3 * +7 = +16 1/3
+0 7/3 * +8 = +18 2/3
+0 7/3 * +9 = +21
+0 7/3 * -0 = +0
+0 7/3 * -1 = -2 1/3
+0 7/3 * -2 = -4 2/3
+0 7/3 * -3 = -7
+0 7/3 * -4 = -9 1/3
+0 7/3 * -5 = -11 2/3
+0 7/3 * -6 = -14
+0 7/3 * -7 = -16 1/3
+0 7/3 * -8 = -18 2/3
+0 7/3 * -9 = -21
+0 7/4 * +0 = +0
+0 7/4 * +1 = +1 3/4
+0 7/4 * +2 = +3 1/2
+0 7/4 * +3 = +5 1/4
+0 7/4 * +4 = +7
+0 7/4 * +5 = +8 3/4
+0 7/4 * +6 = +10 1/2
+0 7/4 * +7 = +12 1/4
+0 7/4 * +8 = +14
+0 7/4 * +9 = +15 3/4
+0 7/4 * -0 = +0
+0 7/4 * -1 = -1 3/4
+0 7/4 * -2 = -3 1/2
+0 7/4 * -3 = -5 1/4
+0 7/4 * -4 = -7
+0 7/4 * -5 = -8 3/4
+0 7/4 * -6 = -10 1/2
+0 7/4 * -7 = -12 1/4
+0 7/4 * -8 = -14
+0 7/4 * -9 = -15 3/4
+0 7/5 * +0 = +0
+0 7/5 * +1 = +1 2/5
+0 7/5 * +2 = +2 4/5
+0 7/5 * +3 = +4 1/5
+0 7/5 * +4 = +5 3/5
+0 7/5 * +5 = +7
+0 7/5 * +6 = +8 2/5
+0 7/5 * +7 = +9 4/5
+0 7/5 * +8 = +11 1/5
+0 7/5 * +9 = +12 3/5
+0 7/5 * -0 = +0
+0 7/5 * -1 = -1 2/5
+0 7/5 * -2 = -2 4/5
+0 7/5 * -3 = -4 1/5
+0 7/5 * -4 = -5 3/5
+0 7/5 * -5 = -7
+0 7/5 * -6 = -8 2/5
+0 7/5 * -7 = -9 4/5
+0 7/5 * -8 = -11 1/5
+0 7/5 * -9 = -12 3/5
+0 7/6 * +0 = +0
+0 7/6 * +1 = +1 1/6
+0 7/6 * +2 = +2 1/3
+0 7/6 * +3 = +3 1/2
+0 7/6 * +4 = +4 2/3
+0 7/6 * +5 = +5 5/6
+0 7/6 * +6 = +7
+0 7/6 * +7 = +8 1/6
+0 7/6 * +8 = +9 1/3
+0 7/6 * +9 = +10 1/2
+0 7/6 * -0 = +0
+0 7/6 * -1 = -1 1/6
+0 7/6 * -2 = -2 1/3
+0 7/6 * -3 = -3 1/2
+0 7/6 * -4 = -4 2/3
+0 7/6 * -5 = -5 5/6
+0 7/6 * -6 = -7
+0 7/6 * -7 = -8 1/6
+0 7/6 * -8 = -9 1/3
+0 7/6 * -9 = -10 1/2
+0 7/7 * +0 = +0
+0 7/7 * +1 = +1
+0 7/7 * +2 = +2
+0 7/7 * +3 = +3
+0 7/7 * +4 = +4
+0 7/7 * +5 = +5
+0 7/7 * +6 = +6
+0 7/7 * +7 = +7
+0 7/7 * +8 = +8
+0 7/7 * +9 = +9
+0 7/7 * -0 = +0
+0 7/7 * -1 = -1
+0 7/7 * -2 = -2
+0 7/7 * -3 = -3
+0 7/7 * -4 = -4
+0 7/7 * -5 = -5
+0 7/7 * -6 = -6
+0 7/7 * -7 = -7
+0 7/7 * -8 = -8
+0 7/7 * -9 = -9
+0 7/8 * +0 = +0
+0 7/8 * +1 = +7/8
+0 7/8 * +2 = +1 3/4
+0 7/8 * +3 = +2 5/8
+0 7/8 * +4 = +3 1/2
+0 7/8 * +5 = +4 3/8
+0 7/8 * +6 = +5 1/4
+0 7/8 * +7 = +6 1/8
+0 7/8 * +8 = +7
+0 7/8 * +9 = +7 7/8
+0 7/8 * -0 = +0
+0 7/8 * -1 = -7/8
+0 7/8 * -2 = -1 3/4
+0 7/8 * -3 = -2 5/8
+0 7/8 * -4 = -3 1/2
+0 7/8 * -5 = -4 3/8
+0 7/8 * -6 = -5 1/4
+0 7/8 * -7 = -6 1/8
+0 7/8 * -8 = -7
+0 7/8 * -9 = -7 7/8
+0 7/9 * +0 = +0
+0 7/9 * +1 = +7/9
+0 7/9 * +2 = +1 5/9
+0 7/9 * +3 = +2 1/3
+0 7/9 * +4 = +3 1/9
+0 7/9 * +5 = +3 8/9
+0 7/9 * +6 = +4 2/3
+0 7/9 * +7 = +5 4/9
+0 7/9 * +8 = +6 2/9
+0 7/9 * +9 = +7
+0 7/9 * -0 = +0
+0 7/9 * -1 = -7/9
+0 7/9 * -2 = -1 5/9
+0 7/9 * -3 = -2 1/3
+0 7/9 * -4 = -3 1/9
+0 7/9 * -5 = -3 8/9
+0 7/9 * -6 = -4 2/3
+0 7/9 * -7 = -5 4/9
+0 7/9 * -8 = -6 2/9
+0 7/9 * -9 = -7
+0 8/1 * +0 = +0
+0 8/1 * +1 = +8
+0 8/1 * +2 = +16
+0 8/1 * +3 = +24
+0 8/1 * +4 = +32
+0 8/1 * +5 = +40
+0 8/1 * +6 = +48
+0 8/1 * +7 = +56
+0 8/1 * +8 = +64
+0 8/1 * +9 = +72
+0 8/1 * -0 = +0
+0 8/1 * -1 = -8
+0 8/1 * -2 = -16
+0 8/1 * -3 = -24
+0 8/1 * -4 = -32
+0 8/1 * -5 = -40
+0 8/1 * -6 = -48
+0 8/1 * -7 = -56
+0 8/1 * -8 = -64
+0 8/1 * -9 = -72
+0 8/2 * +0 = +0
+0 8/2 * +1 = +4
+0 8/2 * +2 = +8
+0 8/2 * +3 = +12
+0 8/2 * +4 = +16
+0 8/2 * +5 = +20
+0 8/2 * +6 = +24
+0 8/2 * +7 = +28
+0 8/2 * +8 = +32
+0 8/2 * +9 = +36
+0 8/2 * -0 = +0
+0 8/2 * -1 = -4
+0 8/2 * -2 = -8
+0 8/2 * -3 = -12
+0 8/2 * -4 = -16
+0 8/2 * -5 = -20
+0 8/2 * -6 = -24
+0 8/2 * -7 = -28
+0 8/2 * -8 = -32
+0 8/2 * -9 = -36
+0 8/3 * +0 = +0
+0 8/3 * +1 = +2 2/3
+0 8/3 * +2 = +5 1/3
+0 8/3 * +3 = +8
+0 8/3 * +4 = +10 2/3
+0 8/3 * +5 = +13 1/3
+0 8/3 * +6 = +16
+0 8/3 * +7 = +18 2/3
+0 8/3 * +8 = +21 1/3
+0 8/3 * +9 = +24
+0 8/3 * -0 = +0
+0 8/3 * -1 = -2 2/3
+0 8/3 * -2 = -5 1/3
+0 8/3 * -3 = -8
+0 8/3 * -4 = -10 2/3
+0 8/3 * -5 = -13 1/3
+0 8/3 * -6 = -16
+0 8/3 * -7 = -18 2/3
+0 8/3 * -8 = -21 1/3
+0 8/3 * -9 = -24
+0 8/4 * +0 = +0
+0 8/4 * +1 = +2
+0 8/4 * +2 = +4
+0 8/4 * +3 = +6
+0 8/4 * +4 = +8
+0 8/4 * +5 = +10
+0 8/4 * +6 = +12
+0 8/4 * +7 = +14
+0 8/4 * +8 = +16
+0 8/4 * +9 = +18
+0 8/4 * -0 = +0
+0 8/4 * -1 = -2
+0 8/4 * -2 = -4
+0 8/4 * -3 = -6
+0 8/4 * -4 = -8
+0 8/4 * -5 = -10
+0 8/4 * -6 = -12
+0 8/4 * -7 = -14
+0 8/4 * -8 = -16
+0 8/4 * -9 = -18
+0 8/5 * +0 = +0
+0 8/5 * +1 = +1 3/5
+0 8/5 * +2 = +3 1/5
+0 8/5 * +3 = +4 4/5
+0 8/5 * +4 = +6 2/5
+0 8/5 * +5 = +8
+0 8/5 * +6 = +9 3/5
+0 8/5 * +7 = +11 1/5
+0 8/5 * +8 = +12 4/5
+0 8/5 * +9 = +14 2/5
+0 8/5 * -0 = +0
+0 8/5 * -1 = -1 3/5
+0 8/5 * -2 = -3 1/5
+0 8/5 * -3 = -4 4/5
+0 8/5 * -4 = -6 2/5
+0 8/5 * -5 = -8
+0 8/5 * -6 = -9 3/5
+0 8/5 * -7 = -11 1/5
+0 8/5 * -8 = -12 4/5
+0 8/5 * -9 = -14 2/5
+0 8/6 * +0 = +0
+0 8/6 * +1 = +1 1/3
+0 8/6 * +2 = +2 2/3
+0 8/6 * +3 = +4
+0 8/6 * +4 = +5 1/3
+0 8/6 * +5 = +6 2/3
+0 8/6 * +6 = +8
+0 8/6 * +7 = +9 1/3
+0 8/6 * +8 = +10 2/3
+0 8/6 * +9 = +12
+0 8/6 * -0 = +0
+0 8/6 * -1 = -1 1/3
+0 8/6 * -2 = -2 2/3
+0 8/6 * -3 = -4
+0 8/6 * -4 = -5 1/3
+0 8/6 * -5 = -6 2/3
+0 8/6 * -6 = -8
+0 8/6 * -7 = -9 1/3
+0 8/6 * -8 = -10 2/3
+0 8/6 * -9 = -12
+0 8/7 * +0 = +0
+0 8/7 * +1 = +1 1/7
+0 8/7 * +2 = +2 2/7
+0 8/7 * +3 = +3 3/7
+0 8/7 * +4 = +4 4/7
+0 8/7 * +5 = +5 5/7
+0 8/7 * +6 = +6 6/7
+0 8/7 * +7 = +8
+0 8/7 * +8 = +9 1/7
+0 8/7 * +9 = +10 2/7
+0 8/7 * -0 = +0
+0 8/7 * -1 = -1 1/7
+0 8/7 * -2 = -2 2/7
+0 8/7 * -3 = -3 3/7
+0 8/7 * -4 = -4 4/7
+0 8/7 * -5 = -5 5/7
+0 8/7 * -6 = -6 6/7
+0 8/7 * -7 = -8
+0 8/7 * -8 = -9 1/7
+0 8/7 * -9 = -10 2/7
+0 8/8 * +0 = +0
+0 8/8 * +1 = +1
+0 8/8 * +2 = +2
+0 8/8 * +3 = +3
+0 8/8 * +4 = +4
+0 8/8 * +5 = +5
+0 8/8 * +6 = +6
+0 8/8 * +7 = +7
+0 8/8 * +8 = +8
+0 8/8 * +9 = +9
+0 8/8 * -0 = +0
+0 8/8 * -1 = -1
+0 8/8 * -2 = -2
+0 8/8 * -3 = -3
+0 8/8 * -4 = -4
+0 8/8 * -5 = -5
+0 8/8 * -6 = -6
+0 8/8 * -7 = -7
+0 8/8 * -8 = -8
+0 8/8 * -9 = -9
+0 8/9 * +0 = +0
+0 8/9 * +1 = +8/9
+0 8/9 * +2 = +1 7/9
+0 8/9 * +3 = +2 2/3
+0 8/9 * +4 = +3 5/9
+0 8/9 * +5 = +4 4/9
+0 8/9 * +6 = +5 1/3
+0 8/9 * +7 = +6 2/9
+0 8/9 * +8 = +7 1/9
+0 8/9 * +9 = +8
+0 8/9 * -0 = +0
+0 8/9 * -1 = -8/9
+0 8/9 * -2 = -1 7/9
+0 8/9 * -3 = -2 2/3
+0 8/9 * -4 = -3 5/9
+0 8/9 * -5 = -4 4/9
+0 8/9 * -6 = -5 1/3
+0 8/9 * -7 = -6 2/9
+0 8/9 * -8 = -7 1/9
+0 8/9 * -9 = -8
+0 9/1 * +0 = +0
+0 9/1 * +1 = +9
+0 9/1 * +2 = +18
+0 9/1 * +3 = +27
+0 9/1 * +4 = +36
+0 9/1 * +5 = +45
+0 9/1 * +6 = +54
+0 9/1 * +7 = +63
+0 9/1 * +8 = +72
+0 9/1 * +9 = +81
+0 9/1 * -0 = +0
+0 9/1 * -1 = -9
+0 9/1 * -2 = -18
+0 9/1 * -3 = -27
+0 9/1 * -4 = -36
+0 9/1 * -5 = -45
+0 9/1 * -6 = -54
+0 9/1 * -7 = -63
+0 9/1 * -8 = -72
+0 9/1 * -9 = -81
+0 9/2 * +0 = +0
+0 9/2 * +1 = +4 1/2
+0 9/2 * +2 = +9
+0 9/2 * +3 = +13 1/2
+0 9/2 * +4 = +18
+0 9/2 * +5 = +22 1/2
+0 9/2 * +6 = +27
+0 9/2 * +7 = +31 1/2
+0 9/2 * +8 = +36
+0 9/2 * +9 = +40 1/2
+0 9/2 * -0 = +0
+0 9/2 * -1 = -4 1/2
+0 9/2 * -2 = -9
+0 9/2 * -3 = -13 1/2
+0 9/2 * -4 = -18
+0 9/2 * -5 = -22 1/2
+0 9/2 * -6 = -27
+0 9/2 * -7 = -31 1/2
+0 9/2 * -8 = -36
+0 9/2 * -9 = -40 1/2
+0 9/3 * +0 = +0
+0 9/3 * +1 = +3
+0 9/3 * +2 = +6
+0 9/3 * +3 = +9
+0 9/3 * +4 = +12
+0 9/3 * +5 = +15
+0 9/3 * +6 = +18
+0 9/3 * +7 = +21
+0 9/3 * +8 = +24
+0 9/3 * +9 = +27
+0 9/3 * -0 = +0
+0 9/3 * -1 = -3
+0 9/3 * -2 = -6
+0 9/3 * -3 = -9
+0 9/3 * -4 = -12
+0 9/3 * -5 = -15
+0 9/3 * -6 = -18
+0 9/3 * -7 = -21
+0 9/3 * -8 = -24
+0 9/3 * -9 = -27
+0 9/4 * +0 = +0
+0 9/4 * +1 = +2 1/4
+0 9/4 * +2 = +4 1/2
+0 9/4 * +3 = +6 3/4
+0 9/4 * +4 = +9
